Epoch,Loss,Accuracy,Time (s)
1,1.6404241233049162,57.985421610887784,5.392019033432007
2,0.5889823278037387,86.19533104082917,5.10684061050415
3,0.3622329588691148,92.33423741947983,5.259429931640625
4,0.2483783634869676,94.9496294861239,5.115388870239258
5,0.18243067239875396,96.2960720685814,5.1699419021606445
6,0.1408986617514039,97.08190051823509,5.45388126373291
7,0.1123526408553308,97.6267738654526,5.2820539474487305
8,0.09191647906652176,98.0566183949242,5.223236083984375
9,0.07632245220555332,98.37990991427326,5.310036897659302
10,0.06455815717255,98.62934082433283,5.598182201385498
11,0.054803091421400434,98.85939845982467,5.326728582382202
12,0.04723149343702262,99.03012544195282,5.6112635135650635
13,0.040425076297896656,99.1923766164576,5.395188808441162
14,0.035317352883540806,99.28924298929627,5.37130069732666
15,0.030864780347782762,99.41638010364701,5.383930683135986
16,0.026655571905019528,99.49871652055988,5.2331602573394775
17,0.023552890363129162,99.58347459679372,5.50114631652832
18,0.0205633001799923,99.62827529423161,5.355874300003052
19,0.01811982468404914,99.6791301399719,5.668432235717773
20,0.016079648079252558,99.72756332639125,5.403204679489136
21,0.014107110938951142,99.76509904586622,5.5000550746917725
22,0.012582707232521737,99.79173729839687,5.5688865184783936
23,0.010851743584931265,99.84138131447668,5.282192230224609
24,0.009947420707355966,99.84138131447668,5.737008333206177
25,0.008687553002106907,99.86438707802586,5.330932140350342
26,0.007493039415233794,99.88133869327262,5.069610595703125
27,0.006577847962124971,99.91645275342665,5.008630037307739
28,0.006018939421724113,99.92371773138954,5.024704933166504
29,0.005498674940375536,99.9346151983339,5.024009704589844
30,0.0054501172954551065,99.91524192376616,4.990540027618408
31,0.004085184921292104,99.9491451542597,5.087598562240601
32,0.0035939760710330445,99.95762096188308,5.043534994125366
33,0.003504098642748296,99.95762096188308,5.052342653274536
34,0.0033233671925959087,99.95762096188308,5.1323206424713135
35,0.0038248140814688184,99.95156681358067,5.21576189994812
36,0.004400988281239545,99.9346151983339,4.946985960006714
37,0.0018625417238136684,99.98789170339516,4.998241186141968
38,0.0020914050220753695,99.97941589577178,4.999597549438477
39,0.003752679483775459,99.92492856105004,5.01179838180542
40,0.003654826150438676,99.94066934663631,5.021468877792358
41,0.0015794395358480467,99.98910253305564,4.992351531982422
42,0.00118524142771299,99.99636751101855,5.006298542022705
43,0.0016466667393587196,99.97457257712985,5.040570497512817
44,0.003443330803108632,99.92613939071052,5.053053855895996
45,0.003199498657987384,99.95277764324115,5.047426700592041
46,0.001161841316031142,99.99152419237662,5.280892610549927
47,0.0008849557117925201,99.99394585169759,5.318845748901367
48,0.0031467318755067056,99.92613939071052,5.026620388031006
49,0.0011451319809983218,99.99394585169759,5.013391494750977
50,0.0007740510349654255,99.99636751101855,5.023468732833862
