Epoch,Loss,Accuracy,Time (s)
1,2.1604099620606507,35.54632634281009,9.9664945602417
2,1.1175189971370225,66.19484670896499,7.147653102874756
3,0.7527905743188533,80.20172422143654,6.931424856185913
4,0.5531078423877988,86.05366397055262,6.854129791259766
5,0.42722385655800255,89.79028430280428,6.797473907470703
6,0.3374408110284215,92.45895287450962,6.8589255809783936
7,0.2718486644027772,94.16016854748874,6.880474805831909
8,0.2216367415922345,95.39642563084226,6.921191692352295
9,0.1832418550071148,96.26822298639027,6.923995494842529
10,0.1534384005809716,96.9583958928658,6.8557703495025635
11,0.12913253507793135,97.49479343245991,6.758842945098877
12,0.10933074755334633,97.96822782970892,6.8185625076293945
13,0.09335383911827586,98.28062188211362,6.851163864135742
14,0.08107252486465331,98.60754589044413,6.798126935958862
15,0.06860225586560857,98.88361505303433,6.838106632232666
16,0.05941365934596988,99.06039618346492,6.832354545593262
17,0.05080235797346745,99.28439967065434,6.980883598327637
18,0.044123182076118865,99.4103259553446,6.790916204452515
19,0.03815966621675635,99.50840315784376,6.757054567337036
20,0.0334043158074097,99.61011284932435,6.804837703704834
21,0.028557858153047393,99.7009250738606,6.7908806800842285
22,0.024732520129104887,99.74209328231704,6.844695091247559
23,0.022009542756843678,99.7953697873783,6.779062509536743
24,0.01855327376386514,99.83774882549523,6.72841215133667
25,0.015521859019221998,99.88860367123553,6.796613931655884
26,0.014696480248602043,99.88618201191457,6.9747655391693115
27,0.012157317134191286,99.93098270935245,6.741936922073364
28,0.011635623973918265,99.89586864919843,6.744242906570435
29,0.010008824938020147,99.9346151983339,6.794323921203613
30,0.008083876808773692,99.9636751101855,6.748696804046631
31,0.007321510531711781,99.96609676950646,6.8001649379730225
32,0.011145445774813923,99.87044122632828,6.743726968765259
33,0.006006083741709129,99.98183755509275,6.772891044616699
34,0.0045358435036009035,99.98910253305564,6.7577965259552
35,0.003856243433224631,99.99031336271614,6.980371713638306
36,0.007911597582188668,99.8837603525936,6.797764778137207
37,0.004760511797973915,99.96972925848792,6.763444423675537
38,0.006012113906346527,99.92250690172907,6.788517951965332
39,0.002841368951040375,99.9927350220371,6.745750188827515
40,0.002375151337435809,99.99636751101855,6.749460935592651
41,0.002232664006678589,99.99515668135807,6.7309205532073975
42,0.002024017126788169,99.99394585169759,6.763782501220703
43,0.009404428863332783,99.8111105729646,6.74175500869751
44,0.0027193685266136657,99.99031336271614,6.972482681274414
45,0.001769029406863827,99.99757834067903,6.805864572525024
46,0.0015049427765747388,99.99878917033952,6.7564990520477295
47,0.001362542661978076,99.99878917033952,6.754176616668701
48,0.001220679922309061,99.99878917033952,6.696190118789673
49,0.0012065239463126915,99.99757834067903,6.7363951206207275
50,0.008542691732359612,99.76630987552672,6.727136135101318
